rank,given_name,gender,gender_majority,aggregated_count,male_count,female_count,source_datasets,source_urls
4601,Efosa,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4602,Efraim,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4603,Efsun,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4604,Eftalia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4605,Efthymios,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4606,Egehan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4607,Egya,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4608,Egzona,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4609,Ehmi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4610,Ehrentraut,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4611,Ehsan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4612,Eid,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4613,Eike,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4614,Eila-Paulina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4615,Eilad,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4616,Eilen,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4617,Eilif,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4618,Eilika,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4619,Eillaf,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4620,Einas,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4621,Eira,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4622,Eirinn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4623,Ejup,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4624,Ekamjot,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4625,Ekin-Kemal,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4626,Ekkehard,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4627,El-Din,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4628,Elahe,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4629,Elaina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4630,Elan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4631,Elana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4632,Elana-Sofie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4633,Elanie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4634,Elanor,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4635,Elaysa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4636,Ele,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4637,Eleanore,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4638,Eleine,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4639,Elen,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4640,Elena-Sophie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4641,Elena-Sorina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4642,Elenia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4643,Elenita,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4644,Elenora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4645,Eleonor,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4646,Eleri,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4647,Eletta,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4648,Eleyn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4649,Eleyn-Marie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4650,Elgin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4651,Elias-Aryan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4652,Elias-Ayan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4653,Elias-Liam,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4654,Elias-Paul,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4655,Elica,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4656,Elice,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4657,Elicio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4658,Elie,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4659,Elifa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4660,Elijotėja,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4661,Elina-Magdalena,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4662,Elina-Mia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4663,Elina-Mira,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4664,Elinam,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4665,Elinora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4666,Elinya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4667,Elira,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4668,Elisabet,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4669,Elisabeta,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4670,Elisabeta-Patricia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4671,Elisabeta-Sara,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4672,Elisabeth-Eva,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4673,Elisabetha,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4674,Elisabetta,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4675,Elisja,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4676,Elison,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4677,Elisza,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4678,Elisé-Sacio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4679,Eliyaz,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4680,Elizaveta,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4681,Elizja,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4682,Eliška,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4683,Ella-Alexa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4684,Ella-Emilia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4685,Ella-Liesbeth,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4686,Ella-Lucienne,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4687,Ellari,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4688,Elleen,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4689,Ellenore,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4690,Ellerie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4691,Elli-Rose,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4692,Ellif,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4693,Ello,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4694,Ellora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4695,Ellory,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4696,Ellyn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4697,Ellynora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4698,Ellén,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4699,Elman,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4700,Elme,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4701,Elmedin,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4702,Elmedina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4703,Elmija,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4704,Elna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4705,Eloa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4706,Elodia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4707,Eloghosa,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4708,Elois,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4709,Eloisa,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4710,Elorm,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4711,Elouisa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4712,Eloísa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4713,Elsanna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4714,Elsi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4715,Elsy,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4716,Elton,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4717,Eluana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4718,Elvana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4719,Elvar,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4720,Elvi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4721,Elvin,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4722,Elvine,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4723,Elvis,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4724,Elyana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4725,Elydia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4726,Elyes,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4727,Elyn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4728,Elyna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4729,Elyod,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4730,Elyra,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4731,Elysia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4732,Elèna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4733,Elén,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4734,Elín,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4735,Emaan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4736,Emad,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4737,Emalia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4738,Emalyn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4739,Emanuela,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4740,Emanuella,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4741,Emelia,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4742,Emelie-Elayne,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4743,Emelie-Sophie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4744,Emely-Marie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4745,Emely-Sofie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4746,Emely-Sophie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4747,Emery,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4748,Emi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4749,Emil-Benjamin,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4750,Emil-Levin,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4751,Emila,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4752,Emile,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4753,Emilia-Hope,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4754,Emilia-Jasmine,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4755,Emilia-Josefine,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4756,Emilia-Lorelei,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4757,Emilia-Louise,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4758,Emilia-Maria,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4759,Emilia-Nawal,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4760,Emilia-Patricia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4761,Emilia-Sofia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4762,Emilia-Sophia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4763,Emilien,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4764,Emiliia,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4765,Emilina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4766,Emilio-Carlos,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4767,Emilius,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4768,Emiljan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4769,Emillia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4770,Emillio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4771,Emilovna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4772,Emily-Rose,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4773,Emily-Sue,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4774,Emilya-Jolie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4775,Emio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4776,Emla,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4777,Emma-Gretel,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4778,Emma-Jolien,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4779,Emma-Lina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4780,Emma-Luisa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4781,Emma-Luise,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4782,Emma-Lyn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4783,Emma-Lynn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4784,Emma-Martha,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4785,Emma-Renesmee,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4786,Emma-Sophia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4787,Emma-Viktoria,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4788,Emmanouil,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4789,Emmeline,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4790,Emmet,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4791,Emmi-Anouk,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4792,Emmi-Lotta,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4793,Emmi-Philine,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4794,Emmilotte,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4795,Emmylou,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4796,Emrys,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4797,Emy-Lou,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4798,Emélie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4799,En,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4800,Enar,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4801,Enas,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4802,Enea,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4803,Enelor,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4804,Engjull,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4805,Enif,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4806,Enis,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4807,Enise,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4808,Enissa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4809,Enja,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4810,Enlil,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4811,Enna-Sophie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4812,Ennea,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4813,Ennes,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4814,Enno-Emilio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4815,Enoa,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4816,Enoh,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4817,Enok,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4818,Enora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4819,Enricó,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4820,Enrika,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4821,Enur,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4822,Eny,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4823,Enya-Mia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4824,Ephraim,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4825,Epona,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4826,Era,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4827,Erdi,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4828,Erell,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4829,Erica,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4830,Erik-Samuel,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4831,Erin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4832,Erisa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4833,Erkan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4834,Erkhild,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4835,Erlanovna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4836,Erminio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4837,Eron,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
