rank,given_name,gender,aggregated_count,male_count,female_count,source_datasets,source_urls
1370,Sayed,m,7,7,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1371,Shirin,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1372,Sidra,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1373,Sila,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1374,Sonia,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1375,Sora,u,7,2,5,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1376,Steffen,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1377,Susann,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1378,Talea,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1379,Tanja,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1380,Tarja,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1381,Taylor,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1382,Tiara,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1383,Tymon,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1384,Ulrich,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1385,Violet,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1386,Yolanda,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1387,Zaid,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1388,Zelda,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1389,Adian,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1390,Ajan,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1391,Alen,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1392,Alexia,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1393,Alisia,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1394,Alperen,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1395,Alwine,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1396,Amelie-Sophie,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1397,Amon,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1398,Amos,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1399,Andre,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1400,André,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1401,Antonios,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1402,Ariadni,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1403,Asma,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1404,Aurelius,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1405,Auri,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1406,Aurélie,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1407,Ayden,u,6,5,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1408,Ayman,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1409,Bahar,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1410,Bayan,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1411,Carina,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1412,Cedric,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1413,Ceylin,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1414,Charlott,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1415,Châu,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1416,Delia,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1417,Devin,m,6,6,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1418,Din,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1419,Eddi,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1420,Eleyna,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1421,Eline,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1422,Ellenor,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1423,Elodie,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1424,Elon,m,6,6,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1425,Ennio,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1426,Estera,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1427,Etienne,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1428,Evelina,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1429,Fee,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1430,Fenna,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1431,Finnja,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1432,Freja,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1433,Hala,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1434,Hazal,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1435,Hellena,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1436,Hiba,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1437,Hoang,u,6,3,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1438,Hussein,u,6,5,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1439,Huy,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1440,Ilaf,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1441,Irene,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1442,Isra,w,6,0,6,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1443,Jackson,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1444,Jascha,u,6,5,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1445,Jenna,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1446,Jesper,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1447,Jessie,u,6,1,5,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1448,Joe,u,6,5,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1449,Joscha,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1450,Joyce,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1451,Julina,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1452,Kali,u,6,1,5,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1453,Karam,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1454,Karan,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1455,Karin,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1456,Kathrin,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1457,Kathy,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1458,Katrin,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1459,Kerim,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1460,Kjell,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1461,Klaus,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1462,Kolja,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1463,Ledion,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1464,Leevi,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1465,Leilani,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1466,Lenni,u,6,5,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1467,Lenz,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1468,Levent,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1469,Lidya,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1470,Lillith,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1471,Linnéa,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1472,Logan,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1473,Lora,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1474,Lucius,m,6,6,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1475,Ludovica,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1476,Magdalene,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1477,Mailin,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1478,Malio,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1479,Maliya,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1480,Maren,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1481,Margaretha,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1482,Marlies,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1483,Mavie,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1484,Meret,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1485,Mette,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1486,Mick,u,6,5,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1487,Mihael,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1488,Mihajlo,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1489,Mikkel,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1490,Milea,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1491,Milina,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1492,Miona,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1493,Miraç,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1494,Nelson,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1495,Neva,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1496,Nhi,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1497,Nikodem,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1498,Noela,w,6,0,6,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1499,Nuri,u,6,4,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1500,Polina,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1501,Poyraz,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1502,Ragna,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1503,Ragnar,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1504,Rahaf,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1505,Rejjan,m,6,6,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1506,Rian,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1507,Rike,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1508,Rocco,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1509,Roland,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1510,Rolf,m,6,6,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1511,Rosie,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1512,Safia,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1513,Senta,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1514,Seraphina,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1515,Sia,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1516,Skyla,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1517,Stine,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1518,Sulaiman,m,6,6,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1519,Sylvia,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1520,Tali,w,6,0,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1521,Thalea,w,6,0,6,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1522,Thees,m,6,6,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
