rank,given_name,gender,aggregated_count,male_count,female_count,source_datasets,source_urls
4193,Cadija,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4194,Caesar-Augustus,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4195,Caitlin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4196,Caius,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4197,Caja,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4198,Cajus,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4199,Caleb,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4200,Cali,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4201,California,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4202,Calix-Immortalis,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4203,Caliya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4204,Calotta,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4205,Calvin,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4206,Calvin-Emilyo,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4207,Camea,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4208,Camelia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4209,Camie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4210,Camino,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4211,Cana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4212,Candela,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4213,Canditia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4214,Canela,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4215,Cao,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4216,Capucine,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4217,Cardy,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4218,Caren,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4219,Carin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4220,Carl-Ove,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4221,Carles,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4222,Carli,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4223,Carlie,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4224,Carlina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4225,Carlo-Diethelm,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4226,Carlsson,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4227,Carmela,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4228,Carol,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4229,Carolin-Daniela,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4230,Carolyn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4231,Cary,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4232,Casandra,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4233,Casto,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4234,Cataleya-Anais,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4235,Cataleya-Aurelia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4236,Caterina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4237,Cathalea,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4238,Cathaleya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4239,Catherina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4240,Cathrin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4241,Catreena,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4242,Catrin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4243,Caya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4244,Cayden,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4245,Cazim,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4246,Ceca,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4247,Cecile,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4248,Cedrik,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4249,Celavi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4250,Celenia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4251,Celestine,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4252,Celina-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4253,Celinè,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4254,Celiné,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4255,Celio,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4256,Celline,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4257,Cenobio,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4258,Cesilia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4259,Ceyda,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4260,Chadlia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4261,Chaide,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4262,Chaima,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4263,Chaja,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4264,Chalee,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4265,Chandeen,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4266,Chandice,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4267,Chaneé,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4268,Chantale,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4269,Chara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4270,Charlett,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4271,Charlina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4272,Charline,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4273,Charline-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4274,Charlotta-Emilia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4275,Charlotte-Mia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4276,Charly-Margit,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4277,Charlyn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4278,Charlyze,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4279,Charléne,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4280,Chase,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4281,Chaule,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4282,Chauradvayrthane,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4283,Chauralvayrthane,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4284,Chaurrouvayrthane,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4285,Chavdarov,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4286,Chayene,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4287,Chayenne-Marie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4288,Chayline,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4289,Chen-Lin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4290,Chewie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4291,Cheyanne,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4292,Cheynne,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4293,Chi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4294,Chiamaka,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4295,Chiara-Leonie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4296,Chiara-Maria,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4297,Chibuikem,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4298,Chico,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4299,Chidinma,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4300,Chiedozie,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4301,Chigoziem,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4302,Chikwado,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4303,Chimeluo,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4304,Chimuka,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4305,Chisimdi,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4306,Chisom,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4307,Chizaram,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4308,Chiziterem,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4309,Chlara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4310,Chompassara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4311,Chowdhury,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4312,Christa-Magdalena,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4313,Christiane,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4314,Christina-Dimitra,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4315,Christof,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4316,Chrysoula,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4317,Chukwuedum,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4318,Cia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4319,Cimav,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4320,Cindy,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4321,Cira-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4322,Ciwan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4323,Ckheytie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4324,Clara-Lena,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4325,Clara-Marie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4326,Clara-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4327,Clarice,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4328,Claudine,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4329,Claudius,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4330,Claus,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4331,Claus-Uwe,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4332,Clementina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4333,Clementine,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4334,Cliff,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4335,Clio,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4336,Cloé,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4337,Cléa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4338,Clíona,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4339,Coby,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4340,Coca,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4341,Coco-Matilda,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4342,Coleen,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4343,Colette,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4344,Colleene,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4345,Collien,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4346,Conan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4347,Cong,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4348,Connie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4349,Conny,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4350,Consuelo,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4351,Coralina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4352,Corbinian,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4353,Cordi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4354,Corey,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4355,Corina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4356,Coronet,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4357,Corvidae,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4358,Corvina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4359,Corvo,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4360,Costanza,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4361,Costel,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4362,Crina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4363,Cristian,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4364,Cristian-Oskar,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4365,Cuno,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4366,Cyara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4367,Cyles,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4368,Czesław,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4369,Cássio,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4370,Cécilia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4371,Céleste,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4372,Célestin,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4373,Daciana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4374,Dahb,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4375,Dahlia-Emilia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4376,Dahlira,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4377,Daisy,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4378,Dajana,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4379,Dalena,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4380,Dalika,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4381,Dalila,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4382,Dalin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4383,Dalina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4384,Daliya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4385,Daliyah,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4386,Dalva,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4387,Dalya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4388,Damaris,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4389,Damian-Gabriel,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4390,Damiano,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4391,Damianos,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4392,Damon,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4393,Danah,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4394,Danai,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4395,Danelia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4396,Danh,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4397,Daniah,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4398,Daniel-Vasile,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4399,Danielo,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4400,Daniels,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4401,Daniil,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4402,Daniilovna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4403,Daniyal,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4404,Danny,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4405,Dante-Peter,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4406,Danya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4407,Danylovič,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4408,Dara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4409,Darena,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4410,Daria-Anais,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4411,Dariana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4412,Darin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4413,Darisa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4414,Dariy,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4415,Dariya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4416,Darjoosh,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4417,Darleen,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4418,Darley,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4419,Darmin,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4420,Darwin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4421,Daryl,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4422,Dascha,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4423,Daud,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4424,Dauud,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4425,Dave,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4426,Davi,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4427,Daviana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4428,Davin,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4429,Davina,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4430,Davina-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4431,Davinia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4432,Davis,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4433,Dawn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4434,Dawud,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4435,Daya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4436,Dayana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4437,Dayin-Ali,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4438,Daylan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4439,Daymien,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4440,Daymon,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4441,Dea,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4442,Deala,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4443,Deanna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4444,Debby,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4445,Debora,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4446,Declan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4447,Deguene,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4448,Deike,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4449,Deina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4450,Delara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4451,Dell,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4452,Della,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4453,Delma,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4454,Delvan,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4455,Demien,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4456,Demjana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4457,Denia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4458,Denisa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4459,Denisia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4460,Denisovna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4461,Dennis,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4462,Denny,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4463,Denys,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4464,Denysovič,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4465,Denysovna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4466,Derek,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4467,Derin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4468,Dersa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4469,Dervis,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4470,Derya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4471,Deryan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4472,Desideria,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4473,Desire,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4474,Devi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4475,Devid,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
