rank,given_name,aggregated_count,source_datasets,source_urls
2498,Belinay,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2499,Ben-Luca,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2500,Ben-Tayler,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2501,Benaja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2502,Benja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2503,Benny,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2504,Bento,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2505,Benyamin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2506,Berenike,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2507,Berta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2508,Bertha,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2509,Bettina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2510,Bezalel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2511,Billie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2512,Billy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2513,Binta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2514,Bisan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2515,Blanca,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2516,Bodhi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2517,Bogdanovič,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2518,Brianna,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2519,Brienne,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2520,Brigitta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2521,Bruce,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2522,Brunhilde,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2523,Bruni,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2524,Bui,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2525,Calla,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2526,Cassidy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2527,Castiel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2528,Cate,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2529,Cathalina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2530,Catharina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2531,Cato,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2532,Cattaleya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2533,Celeste,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2534,Chantal,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2535,Charlet,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2536,Chau,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2537,Chenxi,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2538,Christel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2539,Christelle,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2540,Cinta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2541,Coraline,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2542,Cortana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2543,Cosmin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2544,Courtney,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2545,Cuma,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2546,Cynthia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2547,Dahab,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2548,Daliah,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2549,Dan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2550,Danial,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2551,Danylo,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2552,Darja,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2553,Deja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2554,Delal,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2555,Delina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2556,Dema,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2557,Demian,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2558,Denysivna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2559,Derrick,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2560,Destiny,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2561,Dietmar,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2562,Dieu,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2563,Diệp,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2564,Dmitrovič,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2565,Dmytro,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2566,Dmytrovič,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2567,Dmytrovych,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2568,Dmytrovyč,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2569,Dolores,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2570,Domenik,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2571,Dorota,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2572,Duc,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2573,Duong,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2574,Ed,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2575,Edel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2576,Edin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2577,Edona,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2578,Egor,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2579,Ekaterina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2580,Elaria,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2581,Elayne,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2582,Elba,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2583,Elda,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2584,Eldar,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2585,Eleah,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2586,Eleana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2587,Eleftheria,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2588,Eleisa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2589,Elfi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2590,Elfrida,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2591,Elham,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2592,Eliam,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2593,Eliano,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2594,Elida,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2595,Elim,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2596,Eliora,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2597,Elisia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2598,Ellin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2599,Elliott,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2600,Elora,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2601,Elouan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2602,Elric,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2603,Elya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2604,Eléa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2605,Emeli,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2606,Emilia-Sophie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2607,Emiliana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2608,Emma-Marie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2609,Emma-Sophie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2610,Emmely,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2611,Emmett,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2612,Emylia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2613,Enrique,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2614,Ernestine,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2615,Ernesto,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2616,Erva,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2617,Esme,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2618,Esmé,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2619,Esosa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2620,Estha,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2621,Esti,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2622,Eva-Maria,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2623,Evelyna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2624,Evin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2625,Evolet,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2626,Eyana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2627,Eyleen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2628,Fabia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2629,Fahad,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2630,Faith,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2631,Faiza,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2632,Falco,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2633,Falk,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2634,Farid,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2635,Faten,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2636,Fatih,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2637,Favour,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2638,Faye,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2639,Federico,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2640,Felias,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2641,Femke,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2642,Fenno,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2643,Fey,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2644,Fiadh,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2645,Fibi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2646,Fiby,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2647,Fidan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2648,Fietje,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2649,Fill,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2650,Fin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2651,Finnlay,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2652,Finnya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2653,Fio,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2654,Fiodor,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2655,Fiora,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2656,Fips,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2657,Firdaus,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2658,Fitz,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2659,Florin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2660,Florine,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2661,Francisco,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2662,Freddy,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2663,Frederico,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2664,Frederika,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2665,Fredo,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2666,Freia,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2667,Freija,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2668,Fridtjof,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2669,Frieda-Marie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2670,Friedhelm,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2671,Friedolin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2672,Frizzi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2673,Gani,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2674,Gazal,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2675,Georgina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2676,Germaine,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2677,Ghaith,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2678,Ghali,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2679,Gian,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2680,Gigi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2681,Gilbert,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2682,Giorgi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2683,Giuliana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2684,Gottfried,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2685,Gregory,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2686,Grit,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2687,Gwendolin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2688,Habib,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2689,Hadassa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2690,Hadia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2691,Hadija,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2692,Hagen,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2693,Hai,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2694,Hajar,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2695,Halif,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2696,Halima,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2697,Hamid,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2698,Hanaa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2699,Hanka,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2700,Harmony,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2701,Harneet,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2702,Harriet,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2703,Harris,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2704,Harvey,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2705,Hava,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2706,Havin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2707,Hayley,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2708,Heidrun,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2709,Hellen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2710,Hennie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2711,Henrika,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2712,Henryk,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2713,Herrmann,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2714,Hestia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2715,Heven,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2716,Hevin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2717,Hidaya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2718,Hilja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2719,Hilla,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
